algaeSiteID,transect,soilSiteID,samplePair,season,island,treatment,elevation,aspect,slope,m2burrow,ph,compaction,runoff,depth,fetch,kinaDensity,soilN15,soilCN,algaeSpecies,algaeN15,algaeCN,Arthrocardia_sp,Carpophyllum_angustifolium,Carpophyllum_flexuosum,Carpophyllum_maschalocarpum,Carpophyllum_plumosum,Champia_laingii,Cystophora_retroflexa,Delisea_compressa,Dictyota_kunthii,Ecklonia_radiata,Hormosira_banksii,Hymenena_affinis,Lessonia_variegata,Melanthalia_abscissa,Nesophila_hoggardii,Plocamium_cirrhosum,Pterocladia_lucida,Pterocladiella_capillacea,Ptilonia_mooreana,Sargassum_sinclairii,Ulva_pertusa,Vidalia_colensoi,Xiphophora_chondrophylla,Zonaria_sp
AM1B-2,AM1B,GM34,AM1B-2 GM34,Rainy,Great Mercury,New Erad,38.5,244,40,0,7,30,38.67,2,66.722,4,7.03,15.74712644,C. flexuosum,5.79,24.81172591,0,0,35,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-2,AM1B,GM34,AM1B-2 GM34,Rainy,Great Mercury,New Erad,38.5,244,40,0,7,30,38.67,2,66.722,4,7.03,15.74712644,E. radiata,6.65,13.45976822,0,0,35,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-2,AM1B,GM35,AM1B-2 GM35,Rainy,Great Mercury,New Erad,20.6,217,28,0,7.12,30,38.67,2,66.722,4,6.26,15.59405941,C. flexuosum,5.79,24.81172591,0,0,35,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-2,AM1B,GM35,AM1B-2 GM35,Rainy,Great Mercury,New Erad,20.6,217,28,0,7.12,30,38.67,2,66.722,4,6.26,15.59405941,E. radiata,6.65,13.45976822,0,0,35,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-2,AM1B,GM44,AM1B-2 GM44,Rainy,Great Mercury,New Erad,2,86,44,0,6.09,25,38.67,2,66.722,4,9.51,16.21564482,C. flexuosum,5.79,24.81172591,0,0,35,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-2,AM1B,GM44,AM1B-2 GM44,Rainy,Great Mercury,New Erad,2,86,44,0,6.09,25,38.67,2,66.722,4,9.51,16.21564482,E. radiata,6.65,13.45976822,0,0,35,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-3,AM1B,GM31,AM1B-3 GM31,Dry,Great Mercury,New Erad,31.4,228,22,0,4.32,25,38.67,3,66.722,NA,2.91,15.97883598,C. flexuosum,4.01,38.27481427,0,0,10,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-3,AM1B,GM32,AM1B-3 GM32,Dry,Great Mercury,New Erad,22.6,232,52,0,5.73,80,38.67,3,66.722,NA,4.65,16.66666667,C. flexuosum,4.01,38.27481427,0,0,10,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-3,AM1B,GM34,AM1B-3 GM34,Dry,Great Mercury,New Erad,38.5,244,40,0,6.84,30,38.67,3,66.722,NA,7.16,15.71936057,C. flexuosum,4.01,38.27481427,0,0,10,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-3,AM1B,GM35,AM1B-3 GM35,Dry,Great Mercury,New Erad,20.6,217,28,0,5.93,30,38.67,3,66.722,NA,5,18.58391608,C. flexuosum,4.01,38.27481427,0,0,10,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-3,AM1B,GM44,AM1B-3 GM44,Dry,Great Mercury,New Erad,2,86,44,0,6.4,25,38.67,3,66.722,NA,7.57,15.50387597,C. flexuosum,4.01,38.27481427,0,0,10,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-4,AM1B,GM31,AM1B-4 GM31,Dry,Great Mercury,New Erad,31.4,228,22,0,4.32,25,38.67,4,66.722,NA,2.91,15.97883598,E. radiata,3.69,15.83226463,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-4,AM1B,GM32,AM1B-4 GM32,Dry,Great Mercury,New Erad,22.6,232,52,0,5.73,80,38.67,4,66.722,NA,4.65,16.66666667,E. radiata,3.69,15.83226463,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-4,AM1B,GM34,AM1B-4 GM34,Dry,Great Mercury,New Erad,38.5,244,40,0,6.84,30,38.67,4,66.722,NA,7.16,15.71936057,E. radiata,3.69,15.83226463,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-4,AM1B,GM35,AM1B-4 GM35,Dry,Great Mercury,New Erad,20.6,217,28,0,5.93,30,38.67,4,66.722,NA,5,18.58391608,E. radiata,3.69,15.83226463,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-4,AM1B,GM44,AM1B-4 GM44,Dry,Great Mercury,New Erad,2,86,44,0,6.4,25,38.67,4,66.722,NA,7.57,15.50387597,E. radiata,3.69,15.83226463,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-4,AM1B,GM31,AM1B-4 GM31,Rainy,Great Mercury,New Erad,31.4,228,22,0,7.38,25,38.67,4,66.722,0,3.08,16.72547636,E. radiata,7.7,15.12531942,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-4,AM1B,GM32,AM1B-4 GM32,Rainy,Great Mercury,New Erad,22.6,232,52,0,4.7,80,38.67,4,66.722,0,7.1,16.81129477,E. radiata,7.7,15.12531942,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-4,AM1B,GM34,AM1B-4 GM34,Rainy,Great Mercury,New Erad,38.5,244,40,0,7,30,38.67,4,66.722,0,7.03,15.74712644,E. radiata,7.7,15.12531942,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-4,AM1B,GM35,AM1B-4 GM35,Rainy,Great Mercury,New Erad,20.6,217,28,0,7.12,30,38.67,4,66.722,0,6.26,15.59405941,E. radiata,7.7,15.12531942,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-4,AM1B,GM44,AM1B-4 GM44,Rainy,Great Mercury,New Erad,2,86,44,0,6.09,25,38.67,4,66.722,0,9.51,16.21564482,E. radiata,7.7,15.12531942,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-5,AM1B,GM31,AM1B-5 GM31,Dry,Great Mercury,New Erad,31.4,228,22,0,4.32,25,38.67,5,66.722,NA,2.91,15.97883598,E. radiata,4.99,14.87717428,0,0,5,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-5,AM1B,GM32,AM1B-5 GM32,Dry,Great Mercury,New Erad,22.6,232,52,0,5.73,80,38.67,5,66.722,NA,4.65,16.66666667,E. radiata,4.99,14.87717428,0,0,5,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-5,AM1B,GM34,AM1B-5 GM34,Dry,Great Mercury,New Erad,38.5,244,40,0,6.84,30,38.67,5,66.722,NA,7.16,15.71936057,E. radiata,4.99,14.87717428,0,0,5,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-5,AM1B,GM35,AM1B-5 GM35,Dry,Great Mercury,New Erad,20.6,217,28,0,5.93,30,38.67,5,66.722,NA,5,18.58391608,E. radiata,4.99,14.87717428,0,0,5,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM1B-5,AM1B,GM44,AM1B-5 GM44,Dry,Great Mercury,New Erad,2,86,44,0,6.4,25,38.67,5,66.722,NA,7.57,15.50387597,E. radiata,4.99,14.87717428,0,0,5,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL1A-2,GL1A,GS03,GL1A-2 GS03,Dry,Green,Uninvaded,20.8,236,26,1.2733,3.99,3,3,2,114.932,NA,11.92,10.02004008,X. chondrophylla,6.7,28.69569891,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,75,0
GL1A-2,GL1A,GS04,GL1A-2 GS04,Dry,Green,Uninvaded,17.3,136,36,0.8722105,3.55,3,3,2,114.932,NA,14.6,11.22222222,X. chondrophylla,6.7,28.69569891,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,75,0
GL1A-2,GL1A,GS05,GL1A-2 GS05,Dry,Green,Uninvaded,5.2,192,38,0.802179,3.91,3,3,2,114.932,NA,13.09,10.66666667,X. chondrophylla,6.7,28.69569891,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,75,0
GL1A-2,GL1A,GS03,GL1A-2 GS03,Rainy,Green,Uninvaded,20.8,236,26,1.2733,4.01,0,3,2,114.932,2,14.91,11.52173913,C. plumosum,7.68,17.21309353,0,30,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,30,0
GL1A-2,GL1A,GS04,GL1A-2 GS04,Rainy,Green,Uninvaded,17.3,136,36,0.8722105,4.31,0,3,2,114.932,2,15.41,11.62367223,C. plumosum,7.68,17.21309353,0,30,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,30,0
GL1A-2,GL1A,GS05,GL1A-2 GS05,Rainy,Green,Uninvaded,5.2,192,38,0.802179,4.57,0,3,2,114.932,2,14.87,11.10091743,C. plumosum,7.68,17.21309353,0,30,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,30,0
GL1A-3,GL1A,GS03,GL1A-3 GS03,Dry,Green,Uninvaded,20.8,236,26,1.2733,3.99,3,3,3,114.932,NA,11.92,10.02004008,C. plumosum,5.49,18.9428897,0,0,0,40,5,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0
GL1A-3,GL1A,GS03,GL1A-3 GS03,Dry,Green,Uninvaded,20.8,236,26,1.2733,3.99,3,3,3,114.932,NA,11.92,10.02004008,X. chondrophylla,5.43,44.25236139,0,0,0,40,5,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0
GL1A-3,GL1A,GS04,GL1A-3 GS04,Dry,Green,Uninvaded,17.3,136,36,0.8722105,3.55,3,3,3,114.932,NA,14.6,11.22222222,C. plumosum,5.49,18.9428897,0,0,0,40,5,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0
GL1A-3,GL1A,GS04,GL1A-3 GS04,Dry,Green,Uninvaded,17.3,136,36,0.8722105,3.55,3,3,3,114.932,NA,14.6,11.22222222,X. chondrophylla,5.43,44.25236139,0,0,0,40,5,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0
GL1A-3,GL1A,GS05,GL1A-3 GS05,Dry,Green,Uninvaded,5.2,192,38,0.802179,3.91,3,3,3,114.932,NA,13.09,10.66666667,C. plumosum,5.49,18.9428897,0,0,0,40,5,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0
GL1A-3,GL1A,GS05,GL1A-3 GS05,Dry,Green,Uninvaded,5.2,192,38,0.802179,3.91,3,3,3,114.932,NA,13.09,10.66666667,X. chondrophylla,5.43,44.25236139,0,0,0,40,5,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0
GL1A-3,GL1A,GS03,GL1A-3 GS03,Rainy,Green,Uninvaded,20.8,236,26,1.2733,4.01,0,3,3,114.932,0,14.91,11.52173913,C. plumosum,6.77,15.31005459,0,0,0,45,5,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,5,10,0
GL1A-3,GL1A,GS03,GL1A-3 GS03,Rainy,Green,Uninvaded,20.8,236,26,1.2733,4.01,0,3,3,114.932,0,14.91,11.52173913,V. colensoi,7.63,9.924151382,0,0,0,45,5,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,5,10,0
GL1A-3,GL1A,GS03,GL1A-3 GS03,Rainy,Green,Uninvaded,20.8,236,26,1.2733,4.01,0,3,3,114.932,0,14.91,11.52173913,V. colensoi,7.44,10.04246742,0,0,0,45,5,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,5,10,0
GL1A-3,GL1A,GS03,GL1A-3 GS03,Rainy,Green,Uninvaded,20.8,236,26,1.2733,4.01,0,3,3,114.932,0,14.91,11.52173913,X. chondrophylla,7.87,17.61609207,0,0,0,45,5,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,5,10,0
GL1A-3,GL1A,GS04,GL1A-3 GS04,Rainy,Green,Uninvaded,17.3,136,36,0.8722105,4.31,0,3,3,114.932,0,15.41,11.62367223,C. plumosum,6.77,15.31005459,0,0,0,45,5,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,5,10,0
GL1A-3,GL1A,GS04,GL1A-3 GS04,Rainy,Green,Uninvaded,17.3,136,36,0.8722105,4.31,0,3,3,114.932,0,15.41,11.62367223,V. colensoi,7.63,9.924151382,0,0,0,45,5,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,5,10,0
GL1A-3,GL1A,GS04,GL1A-3 GS04,Rainy,Green,Uninvaded,17.3,136,36,0.8722105,4.31,0,3,3,114.932,0,15.41,11.62367223,V. colensoi,7.44,10.04246742,0,0,0,45,5,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,5,10,0
GL1A-3,GL1A,GS04,GL1A-3 GS04,Rainy,Green,Uninvaded,17.3,136,36,0.8722105,4.31,0,3,3,114.932,0,15.41,11.62367223,X. chondrophylla,7.87,17.61609207,0,0,0,45,5,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,5,10,0
GL1A-3,GL1A,GS05,GL1A-3 GS05,Rainy,Green,Uninvaded,5.2,192,38,0.802179,4.57,0,3,3,114.932,0,14.87,11.10091743,C. plumosum,6.77,15.31005459,0,0,0,45,5,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,5,10,0
GL1A-3,GL1A,GS05,GL1A-3 GS05,Rainy,Green,Uninvaded,5.2,192,38,0.802179,4.57,0,3,3,114.932,0,14.87,11.10091743,V. colensoi,7.44,10.04246742,0,0,0,45,5,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,5,10,0
GL1A-3,GL1A,GS05,GL1A-3 GS05,Rainy,Green,Uninvaded,5.2,192,38,0.802179,4.57,0,3,3,114.932,0,14.87,11.10091743,V. colensoi,7.63,9.924151382,0,0,0,45,5,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,5,10,0
GL1A-3,GL1A,GS05,GL1A-3 GS05,Rainy,Green,Uninvaded,5.2,192,38,0.802179,4.57,0,3,3,114.932,0,14.87,11.10091743,X. chondrophylla,7.87,17.61609207,0,0,0,45,5,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,5,10,0
GL1A-4,GL1A,GS03,GL1A-4 GS03,Dry,Green,Uninvaded,20.8,236,26,1.2733,3.99,3,3,4,114.932,NA,11.92,10.02004008,X. chondrophylla,5.77,34.39439632,0,0,50,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0
GL1A-4,GL1A,GS04,GL1A-4 GS04,Dry,Green,Uninvaded,17.3,136,36,0.8722105,3.55,3,3,4,114.932,NA,14.6,11.22222222,X. chondrophylla,5.77,34.39439632,0,0,50,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0
GL1A-4,GL1A,GS05,GL1A-4 GS05,Dry,Green,Uninvaded,5.2,192,38,0.802179,3.91,3,3,4,114.932,NA,13.09,10.66666667,X. chondrophylla,5.77,34.39439632,0,0,50,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0
GL1A-4,GL1A,GS03,GL1A-4 GS03,Rainy,Green,Uninvaded,20.8,236,26,1.2733,4.01,0,3,4,114.932,3,14.91,11.52173913,C. maschalocarpum,6.32,26.45415923,0,0,0,35,0,5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,5,0
GL1A-4,GL1A,GS04,GL1A-4 GS04,Rainy,Green,Uninvaded,17.3,136,36,0.8722105,4.31,0,3,4,114.932,3,15.41,11.62367223,C. maschalocarpum,6.32,26.45415923,0,0,0,35,0,5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,5,0
GL1A-4,GL1A,GS05,GL1A-4 GS05,Rainy,Green,Uninvaded,5.2,192,38,0.802179,4.57,0,3,4,114.932,3,14.87,11.10091743,C. maschalocarpum,6.32,26.45415923,0,0,0,35,0,5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,5,0
GL1A-5,GL1A,GS03,GL1A-5 GS03,Dry,Green,Uninvaded,20.8,236,26,1.2733,3.99,3,3,5,114.932,NA,11.92,10.02004008,X. chondrophylla,5.78,27.59544389,0,0,10,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,5,0
GL1A-5,GL1A,GS04,GL1A-5 GS04,Dry,Green,Uninvaded,17.3,136,36,0.8722105,3.55,3,3,5,114.932,NA,14.6,11.22222222,X. chondrophylla,5.78,27.59544389,0,0,10,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,5,0
GL1A-5,GL1A,GS05,GL1A-5 GS05,Dry,Green,Uninvaded,5.2,192,38,0.802179,3.91,3,3,5,114.932,NA,13.09,10.66666667,X. chondrophylla,5.78,27.59544389,0,0,10,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,5,0
GL1B-1,GL1B,GS03,GL1B-1 GS03,Dry,Green,Uninvaded,20.8,236,26,1.2733,3.99,3,3,1,114.932,NA,11.92,10.02004008,X. chondrophylla,6.61,24.40331706,0,80,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
GL1B-1,GL1B,GS04,GL1B-1 GS04,Dry,Green,Uninvaded,17.3,136,36,0.8722105,3.55,3,3,1,114.932,NA,14.6,11.22222222,X. chondrophylla,6.61,24.40331706,0,80,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
GL1B-1,GL1B,GS05,GL1B-1 GS05,Dry,Green,Uninvaded,5.2,192,38,0.802179,3.91,3,3,1,114.932,NA,13.09,10.66666667,X. chondrophylla,6.61,24.40331706,0,80,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
GL1B-1,GL1B,GS03,GL1B-1 GS03,Rainy,Green,Uninvaded,20.8,236,26,1.2733,4.01,0,3,1,114.932,6,14.91,11.52173913,C. plumosum,7.9,16.90780526,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,60,0
GL1B-1,GL1B,GS03,GL1B-1 GS03,Rainy,Green,Uninvaded,20.8,236,26,1.2733,4.01,0,3,1,114.932,6,14.91,11.52173913,X. chondrophylla,8.47,19.49453657,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,60,0
GL1B-1,GL1B,GS04,GL1B-1 GS04,Rainy,Green,Uninvaded,17.3,136,36,0.8722105,4.31,0,3,1,114.932,6,15.41,11.62367223,C. plumosum,7.9,16.90780526,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,60,0
GL1B-1,GL1B,GS04,GL1B-1 GS04,Rainy,Green,Uninvaded,17.3,136,36,0.8722105,4.31,0,3,1,114.932,6,15.41,11.62367223,X. chondrophylla,8.47,19.49453657,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,60,0
GL1B-1,GL1B,GS05,GL1B-1 GS05,Rainy,Green,Uninvaded,5.2,192,38,0.802179,4.57,0,3,1,114.932,6,14.87,11.10091743,C. plumosum,7.9,16.90780526,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,60,0
GL1B-1,GL1B,GS05,GL1B-1 GS05,Rainy,Green,Uninvaded,5.2,192,38,0.802179,4.57,0,3,1,114.932,6,14.87,11.10091743,X. chondrophylla,8.47,19.49453657,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,60,0
GL1B-2,GL1B,GS03,GL1B-2 GS03,Dry,Green,Uninvaded,20.8,236,26,1.2733,3.99,3,3,2,114.932,NA,11.92,10.02004008,X. chondrophylla,5.96,36.01548582,0,0,55,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,20,0
GL1B-2,GL1B,GS04,GL1B-2 GS04,Dry,Green,Uninvaded,17.3,136,36,0.8722105,3.55,3,3,2,114.932,NA,14.6,11.22222222,X. chondrophylla,5.96,36.01548582,0,0,55,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,20,0
GL1B-2,GL1B,GS05,GL1B-2 GS05,Dry,Green,Uninvaded,5.2,192,38,0.802179,3.91,3,3,2,114.932,NA,13.09,10.66666667,X. chondrophylla,5.96,36.01548582,0,0,55,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,20,0
GL1B-2,GL1B,GS03,GL1B-2 GS03,Rainy,Green,Uninvaded,20.8,236,26,1.2733,4.01,0,3,2,114.932,4,14.91,11.52173913,C. plumosum,8.58,16.84032199,0,0,0,0,20,0,0,0,0,35,0,0,0,10,0,10,0,0,0,0,0,0,0,0
GL1B-2,GL1B,GS03,GL1B-2 GS03,Rainy,Green,Uninvaded,20.8,236,26,1.2733,4.01,0,3,2,114.932,4,14.91,11.52173913,E. radiata,7.19,15.36900289,0,0,0,0,20,0,0,0,0,35,0,0,0,10,0,10,0,0,0,0,0,0,0,0
GL1B-2,GL1B,GS04,GL1B-2 GS04,Rainy,Green,Uninvaded,17.3,136,36,0.8722105,4.31,0,3,2,114.932,4,15.41,11.62367223,C. plumosum,8.58,16.84032199,0,0,0,0,20,0,0,0,0,35,0,0,0,10,0,10,0,0,0,0,0,0,0,0
GL1B-2,GL1B,GS04,GL1B-2 GS04,Rainy,Green,Uninvaded,17.3,136,36,0.8722105,4.31,0,3,2,114.932,4,15.41,11.62367223,E. radiata,7.19,15.36900289,0,0,0,0,20,0,0,0,0,35,0,0,0,10,0,10,0,0,0,0,0,0,0,0
GL1B-2,GL1B,GS05,GL1B-2 GS05,Rainy,Green,Uninvaded,5.2,192,38,0.802179,4.57,0,3,2,114.932,4,14.87,11.10091743,C. plumosum,8.58,16.84032199,0,0,0,0,20,0,0,0,0,35,0,0,0,10,0,10,0,0,0,0,0,0,0,0
GL1B-2,GL1B,GS05,GL1B-2 GS05,Rainy,Green,Uninvaded,5.2,192,38,0.802179,4.57,0,3,2,114.932,4,14.87,11.10091743,E. radiata,7.19,15.36900289,0,0,0,0,20,0,0,0,0,35,0,0,0,10,0,10,0,0,0,0,0,0,0,0
GL1B-3,GL1B,GS03,GL1B-3 GS03,Dry,Green,Uninvaded,20.8,236,26,1.2733,3.99,3,3,3,114.932,NA,11.92,10.02004008,X. chondrophylla,5.94,30.93575568,0,0,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,0
GL1B-3,GL1B,GS04,GL1B-3 GS04,Dry,Green,Uninvaded,17.3,136,36,0.8722105,3.55,3,3,3,114.932,NA,14.6,11.22222222,X. chondrophylla,5.94,30.93575568,0,0,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,0
GL1B-3,GL1B,GS05,GL1B-3 GS05,Dry,Green,Uninvaded,5.2,192,38,0.802179,3.91,3,3,3,114.932,NA,13.09,10.66666667,X. chondrophylla,5.94,30.93575568,0,0,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,0
GL1B-3,GL1B,GS03,GL1B-3 GS03,Rainy,Green,Uninvaded,20.8,236,26,1.2733,4.01,0,3,3,114.932,12,14.91,11.52173913,C. plumosum,7.46,16.32302732,0,0,0,0,5,0,0,0,0,15,0,0,15,0,0,5,0,0,0,0,0,0,10,0
GL1B-3,GL1B,GS03,GL1B-3 GS03,Rainy,Green,Uninvaded,20.8,236,26,1.2733,4.01,0,3,3,114.932,12,14.91,11.52173913,C. plumosum,7.26,16.75963579,0,0,0,0,5,0,0,0,0,15,0,0,15,0,0,5,0,0,0,0,0,0,10,0
GL1B-3,GL1B,GS03,GL1B-3 GS03,Rainy,Green,Uninvaded,20.8,236,26,1.2733,4.01,0,3,3,114.932,12,14.91,11.52173913,E. radiata,7.02,15.24602261,0,0,0,0,5,0,0,0,0,15,0,0,15,0,0,5,0,0,0,0,0,0,10,0
GL1B-3,GL1B,GS04,GL1B-3 GS04,Rainy,Green,Uninvaded,17.3,136,36,0.8722105,4.31,0,3,3,114.932,12,15.41,11.62367223,C. plumosum,7.46,16.32302732,0,0,0,0,5,0,0,0,0,15,0,0,15,0,0,5,0,0,0,0,0,0,10,0
GL1B-3,GL1B,GS04,GL1B-3 GS04,Rainy,Green,Uninvaded,17.3,136,36,0.8722105,4.31,0,3,3,114.932,12,15.41,11.62367223,C. plumosum,7.26,16.75963579,0,0,0,0,5,0,0,0,0,15,0,0,15,0,0,5,0,0,0,0,0,0,10,0
GL1B-3,GL1B,GS04,GL1B-3 GS04,Rainy,Green,Uninvaded,17.3,136,36,0.8722105,4.31,0,3,3,114.932,12,15.41,11.62367223,E. radiata,7.02,15.24602261,0,0,0,0,5,0,0,0,0,15,0,0,15,0,0,5,0,0,0,0,0,0,10,0
GL1B-3,GL1B,GS05,GL1B-3 GS05,Rainy,Green,Uninvaded,5.2,192,38,0.802179,4.57,0,3,3,114.932,12,14.87,11.10091743,C. plumosum,7.46,16.32302732,0,0,0,0,5,0,0,0,0,15,0,0,15,0,0,5,0,0,0,0,0,0,10,0
GL1B-3,GL1B,GS05,GL1B-3 GS05,Rainy,Green,Uninvaded,5.2,192,38,0.802179,4.57,0,3,3,114.932,12,14.87,11.10091743,C. plumosum,7.26,16.75963579,0,0,0,0,5,0,0,0,0,15,0,0,15,0,0,5,0,0,0,0,0,0,10,0
GL1B-3,GL1B,GS05,GL1B-3 GS05,Rainy,Green,Uninvaded,5.2,192,38,0.802179,4.57,0,3,3,114.932,12,14.87,11.10091743,E. radiata,7.02,15.24602261,0,0,0,0,5,0,0,0,0,15,0,0,15,0,0,5,0,0,0,0,0,0,10,0
GL1B-4,GL1B,GS03,GL1B-4 GS03,Dry,Green,Uninvaded,20.8,236,26,1.2733,3.99,3,3,4,114.932,NA,11.92,10.02004008,C. plumosum,5.23,19.73225702,0,0,10,0,0,0,0,0,0,60,0,0,15,0,0,0,0,0,0,0,0,0,5,0
GL1B-4,GL1B,GS03,GL1B-4 GS03,Dry,Green,Uninvaded,20.8,236,26,1.2733,3.99,3,3,4,114.932,NA,11.92,10.02004008,X. chondrophylla,5.33,40.9926828,0,0,10,0,0,0,0,0,0,60,0,0,15,0,0,0,0,0,0,0,0,0,5,0
GL1B-4,GL1B,GS04,GL1B-4 GS04,Dry,Green,Uninvaded,17.3,136,36,0.8722105,3.55,3,3,4,114.932,NA,14.6,11.22222222,C. plumosum,5.23,19.73225702,0,0,10,0,0,0,0,0,0,60,0,0,15,0,0,0,0,0,0,0,0,0,5,0
